modi_domain	modi_phylum	modi_class	modi_order	modi_family	modi_genus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidomonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Kozakia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rhodopila
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseococcus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rubritepida
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Saccharibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Zavarziniaceae	Zavarzinia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidicaldus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succinispira
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ferrimicrobium
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ferrithrix
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter
Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Telmatobacter
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Bryocella
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidicapsa
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Pseudaeromonas
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Zobellella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Derxia
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Parapusillimonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Paralcaligenes
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Candidimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Kangiellales	Kangiellaceae	Kangiella
Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marisediminitalea
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Saccharophagus
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Bowmanella
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Pseudohaliea
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Parahaliea
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliagarivorans
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Catenovulum
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenivirga
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum
Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Hydrogenothermus
Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella
Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Aurantimonas
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Fulvimarina
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Martelella
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Viridibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Domibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Schinkia
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Weizmannia
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lederbergia
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Hydrogenibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Evansella
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Mesobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ectobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salisediminibacterium
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Siminovitchia
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldalkalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Rossellomorea
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalicoccus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salibacterium
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacter
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gottfriedia
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Margalitia
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalicoccobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Litchfieldia
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacterium
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salipaludibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Filobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halolactibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Marinococcus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pontibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Saccharococcus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Thalassobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Amphibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pelagirhabdus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paucisalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halalkalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Piscibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salirhabdus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquisalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salsuginibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salimicrobium
Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sediminibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Microaerobacter
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aeribacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Calditerricola
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Natribacillus
Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Pseudobacteroides
Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Pseudobdellovibrio
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylocapsa
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylocella
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Beijerinckia
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylovirgula
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Camelimonas
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methyloferula
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylorosula
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Beutenbergiaceae	Beutenbergia
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Beutenbergiaceae	Salana
Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Aeriscardovia
Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bombiscardovia
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pararhizobium
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Rhodoblastus
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Rhodopseudomonas
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Rhodoplanes
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Salinarimonadaceae	Salinarimonas
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Mycoplana
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Daeguia
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Robbsia
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Mycetohabitans
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paucimonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Agitococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Lacticigenium
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Cellulomonadaceae	Actinotalea
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Cellulomonadaceae	Paraoerskovia
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Cellulomonadaceae	Sediminihabitans
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rhabdochromatium
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiobaca
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiococcus
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiolamprovum
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiorhodococcus
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Imhoffiella
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiorhodovibrio
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiophaeococcus
Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Chrysiogenes
Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Desulfurispirillum
Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Desulfurispira
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Anoxynatronum
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Natronincola
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tepidimicrobium
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Caloramator
Bacteria	Firmicutes	Tissierellia	Tissierellales	Thermohalobacteraceae	Caloranaerobacter
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Caminicella
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerocolumna
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Acetoanaerobium
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoclostridium
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Paramaledivibacter
Bacteria	Firmicutes	Tissierellia	Tissierellales	Thermohalobacteraceae	Thermohalobacter
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerosporobacter
Bacteria	Firmicutes	Tissierellia	Tissierellales	Thermohalobacteraceae	Clostridiisalibacter
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Lutispora
Bacteria	Firmicutes	Tissierellia	Tissierellales	Thermohalobacteraceae	Sporosalibacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hylemonella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Macromonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Malikia
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Roseateles
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidicella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudacidovorax
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Kinneretia
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans
Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coriobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Schleiferiaceae	Owenweeksia
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Hyalangium
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Arcicella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga
Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Breznakibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Emticicia
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Flectobacillus
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flexibacteraceae	Flexibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Bernardetia
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Hugenholtzia
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Thermoflexibacteraceae	Thermoflexibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Garritya
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Leadbetterella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Microscillaceae	Microscilla
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Runella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Larkinella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodonellum
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Reichenbachiellaceae	Ekhidna
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rudanella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Fibrella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Fibrisoma
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Pseudarcicella
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Geovibrionaceae	Denitrovibrio
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Flexistipitaceae	Flexistipes
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Geovibrionaceae	Geovibrio
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Calditerrivibrionaceae	Calditerrivibrio
Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinobacterium
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermacoccaceae	Demetria
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermacoccaceae	Dermacoccus
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermacoccaceae	Yimella
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermacoccaceae	Calidifontibacter
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermacoccaceae	Barrientosiimonas
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermatophilaceae	Kineosphaera
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatiferula
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfospira
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfotignum
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulforapulum
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfocastanea
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfocicer
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatiglans
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfosudaceae	Desulfosudis
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfocella
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfofabaceae	Desulfofaba
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfofrigus
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonema
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulforegula
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina
